Entry	Gene
F5GZH9	CCDC91
F5H3Z8	CCDC91
F5H4N8	CCDC91
H0YFR6	CCDC91
H0YGB4	CCDC91
H0YGN9	CCDC91
H0YH48	CCDC91
H0YH50	CCDC91
Q05D28	CCDC91
Q7Z6B0	CCDC91
A0A0J9YWX2	CCDC92
F5GXK2	CCDC92
F5H285	CCDC92
F5H2Z7	CCDC92
F5H7P8	CCDC92
Q53HC0	CCDC92
F8W9X7	CCDC93
H7C050	CCDC93
Q567U6	CCDC93
M0QXS4	CCDC97
M0QZY6	CCDC97
Q96F63	CCDC97
Q96EA4	CCDC99
A0A024RCL6	CCHCR1
A0A0G2JHL3	CCHCR1
A0A0G2JHL6	CCHCR1
A0A0G2JHN4	CCHCR1
A0A0G2JI40	CCHCR1
A0A0G2JI86	CCHCR1
A0A0G2JII5	CCHCR1
A0A0G2JIL2	CCHCR1
A0A0G2JIT9	CCHCR1
A0A0G2JJ47	CCHCR1
A0A0G2JJK2	CCHCR1
A0A0G2JJK7	CCHCR1
A0A0G2JJZ1	CCHCR1
A0A0G2JP87	CCHCR1
A0A0G2JPU2	CCHCR1
A0A140T9J5	CCHCR1
A0A494C023	CCHCR1
A0A494C0D7	CCHCR1
A2ABH1	CCHCR1
A2ABH3	CCHCR1
A2ABH4	CCHCR1
A2ABH5	CCHCR1
B0S7V6	CCHCR1
B0V092	CCHCR1
D2IYK9	CCHCR1
D6R9W9	CCHCR1
D6RA02	CCHCR1
D6RAE7	CCHCR1
D6RB88	CCHCR1
D6RBG1	CCHCR1
D6RD84	CCHCR1
D6RDI7	CCHCR1
D6RE89	CCHCR1
E7EPK4	CCHCR1
E7EQC5	CCHCR1
E7EQE8	CCHCR1
E9PGB6	CCHCR1
E9PHV1	CCHCR1
M1T2K8	CCHCR1
M1TIV4	CCHCR1
Q2TB68	CCHCR1
Q5STF0	CCHCR1
Q8TD31	C6orf18,CCHCR1
P32238	CCKAR
A0SEH4	CCKBR
A0SEH5	CCKBR
A0SEH6	CCKBR
A0SEH7	CCKBR
E9PIC8	CCKBR
E9PJ49	CCKBR
E9PPL7	CCKBR
P32239	CCKBR
P51671	CCL11
Q6I9T4	CCL11
Q92583	CCL17
A4D1F7	CCM1
O00522	CCM1
A0A0A0MT72	CCM2
A0A3B3IRS0	CCM2
C9JUH3	CCM2
E9PEC4	CCM2
H7C516	CCM2
Q6P456	CCM2
Q9BSQ5	CCM2
F6KX25	CCNA1
P78396	CCNA1
P20248	CCNA2
D6RHI0	CCNB1
E9PC90	CCNB1
H0Y9U8	CCNB1
H0YA62	CCNB1
P14635	CCNB1
A0A384MR52	CCNB1IP1
G3V5E6	CCNB1IP1
G3V5Q4	CCNB1IP1
G3V5S3	CCNB1IP1
H0YJ70	CCNB1IP1
H0YJB2	CCNB1IP1
Q9NPC3	CCNB1IP1
H0YMP3	CCNB2
H1UBN3	CCNB2
O95067	CCNB2
Q8WTR6	CCNB3
Q8WWL7	CCNB3
E5RFK5	CCNC
E5RFX8	CCNC
E5RHL8	CCNC
E5RI39	CCNC
E5RIH8	CCNC
G5E954	CCNC
H0YBQ5	CCNC
J3KP90	CCNC
P24863	CCNC
Q05CF7	CCNC
Q5JV82	CCNC
Q7Z4L3	CCNC
F5H437	CCND1
P24385	CCND1
Q5MGB2	CCND1
Q6FI00	CCND1
H0YGD4	CCND2
P30279	CCND2
A0A024RD48	CCND3
A0A1D5RMS0	CCND3
B3KTY3	CCND3
D6RDF8	CCND3
D6RDL3	CCND3
D6RI00	CCND3
D6RIX2	CCND3
H0Y8M4	CCND3
P30281	CCND3
Q5T8J1	CCND3
C9J2U0	CCNE1
F6KX26	CCNE1
I3L1Q9	CCNE1
I3L413	CCNE1
P24864	CCNE1
V5W5X2	CCNE1
A0A024R9B0	CCNE2
E5RHN2	CCNE2
E5RK20	CCNE2
H0YBQ2	CCNE2
I6L961	CCNE2
L8EBC7	CCNE2
O96020	CCNE2
Q8WUE3	CCNE2
A0A024RDC7	CCNG2
D6RHI3	CCNG2
Q16589	CCNG2
A0A2R8Y4K6	CCNH
A0A2R8YEM2	CCNH
D6RG18	CCNH
D6RHI7	CCNH
P51946	CCNH
H7C4G1	CCNL1
Q9UK58	CCNL1
A0A0A0MSF3	CCNL2
C9J148	CCNL2
J3KRL1	CCNL2
J3QSH2	CCNL2
Q96S94	CCNL2
P22674	CCNO
Q8ND76	CCNY
R4GN48	CCNY
R4GNF3	CCNY
A0A494C0K2	CCNYL1
C9IYB8	CCNYL1
H7BZD2	CCNYL1
H7C0P7	CCNYL1
Q8N7R7	CCNYL1
Q5T2Q4	CCNYL2
A0N0Q0	CCR7
J3KSS9	CCR7
J3KTN5	CCR7
P32248	CCR7
F5GWF6	CCT2
F8VQ14	CCT2
P78371	CCT2
V9HW96	CCT2
P50991	CCT4
B7ZAR1	CCT5
D6RIZ7	CCT5
E7ENZ3	CCT5
E9PCA1	CCT5
H0Y914	CCT5
H0Y958	CCT5
P48643	CCT5
A0A024RDL1	CCT6A
A1JUI8	CCT6A
P40227	CCT6A
A0A0D9SG95	CCT7
B7Z1C9	CCT7
F8WAM2	CCT7
F8WBP8	CCT7
Q6IBT3	CCT7
Q99832	CCT7
H7C2U0	CCT8
H7C4C8	CCT8
P50990	CCT8
Q7Z759	CCT8
D6RD81	CD14
D6RFL4	CD14
E7EVL5	CD14
F1C4A7	CD14
P08571	CD14
P06729	CD2
Q53F96	CD2
Q5JVN7	CD2
B2LYR2	CD247
H6QVQ5	CD247
L8ECP7	CD247
P20963	CD247
Q9Y5K6	CD2AP
A0A024QZC1	CD2BP2
A0A0S2Z5J7	CD2BP2
O95400	CD2BP2
J3KS52	CD300LF
Q8TDQ1	CD300LF
P28906	CD34
Q3C1E7	CD34
Q5JTA5	CD34
Q8IUM0	CD34
Q9UH97	CD34
A0A0A1EAI1	CD36
A0A0A1ED81	CD36
A0A0G3VPD9	CD36
A0A0G3VQ57	CD36
A0A0G3VR70	CD36
A0A0G3VRE1	CD36
A0A0G3VSQ7	CD36
A0A0H3WBE8	CD36
A0A0H3WC42	CD36
A0A0H3WDH4	CD36
A0A0H3WDK6	CD36
A0A0H3WE82	CD36
A0A0S2Z3J6	CD36
A0A0S2Z452	CD36
A0A2D1WBA2	CD36
A0A516AFI0	CD36
A4D1B1	CD36
D9IX63	CD36
D9IX64	CD36
D9IX65	CD36
E7ERZ9	CD36
E7EU05	CD36
E7EVU1	CD36
E7EWI4	CD36
E7EX47	CD36
E9PC45	CD36
E9PJX8	CD36
E9PLT1	CD36
H0YEE7	CD36
P16671	CD36
Q13965	CD36
V5M404	CD36
B0YIY4	CD3D
E9PMT5	CD3D
G8H453	CD3D
H0YE18	CD3D
P04234	CD3D
A0N2Z5	CD3E
E9PSH8	CD3E
P07766	CD3E
A0A4Y5UGE4	CD4
F5GYA9	CD4
F5H480	CD4
P01730	CD4
Q13969	CD4
Q6LCP8	CD4
A0A087X1D0	CD40
A0A0S2Z349	CD40
A0A0S2Z3C7	CD40
H0YE23	CD40
P25942	CD40
Q6P2H9	CD40
C1L3E0	CD40LG
P29965	CD40LG
Q3L8U2	CD40LG
Q45QX2	CD40LG
A0A1W2PR55	CD44
A0A1Z1VXF2	CD44
A0A385KNS5	CD44
C0STK4	CD44
C1PHC2	CD44
C1PHC3	CD44
C1PHC4	CD44
C1PHE6	CD44
E9PKC6	CD44
H0Y2P0	CD44
H0Y5E4	CD44
H0YCL4	CD44
H0YCV9	CD44
H0YD13	CD44
H0YD17	CD44
H0YD90	CD44
H0YDV8	CD44
H0YDW7	CD44
H0YDX6	CD44
H0YE40	CD44
H0YEA1	CD44
H0YES0	CD44
H0YEU1	CD44
H0YEV3	CD44
H0YF08	CD44
J3KN83	CD44
O95658	CD44
O95659	CD44
P16070	CD44
Q86UZ1	CD44
Q99900	CD44
Q9P2Z2	CD44
F5GYK3	CD5
H6D9T5	CD5
H6D9U9	CD5
H6D9X2	CD5
H6D9Y3	CD5
H6DA10	CD5
H6DA16	CD5
H6DA28	CD5
H6DA29	CD5
H6DA51	CD5
P06127	CD5
A0A172WBW8	CD55
A0A223PIC2	CD55
A0A2H4ZEU7	CD55
A0A2R8Y4B4	CD55
A0A2R8YDY3	CD55
A0A2R8YEC5	CD55
B1AP13	CD55
B1AP15	CD55
D3DT85	CD55
D3DT86	CD55
H3BLV0	CD55
H7BY55	CD55
P08174	CD55
A0A2U3TZL5	CD59
A0A3G2LMJ8	CD59
A0A3Q8TLE1	CD59
A0A494C059	CD59
A0A494C0W4	CD59
A0A499FJN7	CD59
E9PI80	CD59
P13987	CD59
Q6FHM9	CD59
E7ER04	CD6
F5H835	CD6
F6UFK6	CD6
G5E973	CD6
H0YGL3	CD6
L8E9F6	CD6
P30203	CD6
Q6AZ88	CD6
Q8N4Q7	CD6
Q8WWJ3	CD6
Q8WWJ4	CD6
Q8WWJ5	CD6
Q8WWJ6	CD6
Q8WWJ7	CD6
J3KRX0	CD68
J3KT24	CD68
P34810	CD68
J3QLC7	CD7
J3QLM0	CD7
J3QRF1	CD7
J3QS65	CD7
J3QS78	CD7
P09564	CD7
Q29VG3	CD7
A0A087X0Y7	CD72
P21854	CD72
Q0H7P2	CD72
Q5T4Q7	CD72
Q5T4Q8	CD72
Q5TLF7	CD72
Q5TLF8	CD72
Q5TLF9	CD72
Q5TLG0	CD72
Q5TLG3	CD72
E7EQJ3	CD74
E7ER71	CD74
E7ESL3	CD74
H0YBZ2	CD74
H0YBZ8	CD74
P04233	CD74
M0QX61	CD79A
P11912	CD79A
A0A024RCB7	CD81
A6NMH8	CD81
E9PIF1	CD81
E9PJK1	CD81
E9PM31	CD81
E9PPF5	CD81
E9PQV4	CD81
E9PRJ8	CD81
H0YDJ9	CD81
H0YDL9	CD81
H0YEE2	CD81
P60033	CD81
E9PJ45	CD82
E9PJ59	CD82
E9PJB7	CD82
E9PJC7	CD82
E9PJK9	CD82
E9PM43	CD82
E9PP61	CD82
H0YD57	CD82
P27701	CD82
B8ZZZ4	CD8A
P01732	CD8A
Q8TAW8	CD8A
Q96QR6	CD8A
Q8IXK1	CD93
Q9NPY3	CD93
Q8IUB6	CD95
Q8IUB7	CD95
Q8IUB8	CD95
Q9UEL0	CD95
P32320	CDA
Q71UE9	CDA
H7BZW7	CDC123
O75794	CDC123
X6RA30	CDC123
X6RF82	CDC123
X6RKY7	CDC123
A0A024RDZ2	CDC16
A0A3B3ISD2	CDC16
B4DK74	CDC16
L8E7J3	CDC16
Q13042	CDC16
Q5T8C6	CDC16
A0A024QZJ8	CDC2
A0A024QZP7	CDC2
I6L9I5	CDC2
P06493	CDC2
Q12834	CDC20
D6RBY8	CDC23
D6RCF8	CDC23
H0Y936	CDC23
Q9UJX2	CDC23
B3KS38	CDC25B
B4DIG0	CDC25B
E1YMX4	CDC25B
G8JLH2	CDC25B
L8E819	CDC25B
O43550	CDC25B
P30305	CDC25B
Q7LDQ7	CDC25B
A0A3B3IT42	CDC25C
D6RD20	CDC25C
D6RJC2	CDC25C
H0Y999	CDC25C
P30307	CDC25C
Q9H2F0	CDC25C
A0A024R832	CDC26
Q8NHZ8	CDC26
A4VCI5	CDC2L1
P21127	CDC2L1
Q6PK02	CDC2L1
A0A024RA66	CDC2L5
A0A024RA85	CDC2L5
Q14004	CDC2L5
Q9BWU1	CDC2L6
A0A024R1Z1	CDC34
P49427	CDC34
U3KPV8	CDC34
U3KQ77	CDC34
U3KQP9	CDC34
A0A024R7B7	CDC37
K7EIU0	CDC37
K7EJ06	CDC37
K7EKQ2	CDC37
K7EL68	CDC37
K7EQA9	CDC37
Q16543	CDC37
Q6FG59	CDC37
B1AL69	CDC37L1
Q7L3B6	CDC37L1
H0UI46	CDC40
O60508	CDC40
Q2TA76	CDC40
Q5SRN1	CDC40
A0A024RAA5	CDC42
A0A024RAE6	CDC42
A0A3B3IRV0	CDC42
A0A494BZX6	CDC42
A0A494C1M1	CDC42
A0A590UJK8	CDC42
P60953	CDC42
Q5JYX0	CDC42
A0A0A0MRJ0	CDC42BPA
A0A0A0MRJ1	CDC42BPA
B9EGA7	CDC42BPA
H0Y5V1	CDC42BPA
H0Y6R0	CDC42BPA
H0Y6V3	CDC42BPA
H0Y7V8	CDC42BPA
Q5VT25	CDC42BPA
A0A024R6N2	CDC42BPB
A0A0U1RRC3	CDC42BPB
H0YLY0	CDC42BPB
Q86XZ8	CDC42BPB
Q9Y5S2	CDC42BPB
Q6DT37	CDC42BPG
A0A024R1J3	CDC42EP1
B0QYC6	CDC42EP1
B0QYC7	CDC42EP1
B0QYC8	CDC42EP1
Q00587	CDC42EP1
O14613	CDC42EP2
C9J7F7	CDC42EP3
C9JEZ4	CDC42EP3
C9JKW5	CDC42EP3
Q9UKI2	CDC42EP3
B2R6D8	CDC42EP4
J3KRZ9	CDC42EP4
J3QQS6	CDC42EP4
J3QR93	CDC42EP4
Q9H3Q1	CDC42EP4
Q99459	CDC5L
A0A024R1S2	CDC6
J3KTI7	CDC6
J3QLN7	CDC6
J3QR52	CDC6
Q99741	CDC6
A0A0S2Z5M9	CDC73
A0A0S2Z5N1	CDC73
A0A1B0GUB2	CDC73
A0A2R8Y640	CDC73
A0A2R8YHB3	CDC73
A0A3B3IRP5	CDC73
A0A3B3ISN2	CDC73
Q6P1J9	CDC73
E9PEI0	CDCA2
Q69YH5	CDCA2
A0A024R5D6	CDCA5
B5MBX0	CDCA5
H0YCL8	CDCA5
H0YCR8	CDCA5
H0YCT9	CDCA5
H0YCZ9	CDCA5
Q96FF9	CDCA5
A0A024RA51	CDCA7L
C9IZR6	CDCA7L
C9J8L0	CDCA7L
C9JFL7	CDCA7L
H7C1J6	CDCA7L
Q96GN5	CDCA7L
Q53HL2	CDCA8
A0A024R2T5	CDCP1
A0A172Q398	CDCP1
Q9H5V8	CDCP1
Q2M1Z3	CDGAP
A0A087WU43	CDH1
A0A087WX17	CDH1
A0A087WXI5	CDH1
A0A0E3XJU3	CDH1
A0A0U2ZQU7	CDH1
A0A140HMB1	CDH1
A0A3G2JNR5	CDH1
A5D8W4	CDH1
B3GN61	CDH1
D3XNU5	CDH1
H3BNC6	CDH1
H3BVI7	CDH1
J3QKP1	CDH1
P12830	CDH1
Q9UM11	CDH1
P55289	CDH12
D6RER2	CDH18
D6RIH8	CDH18
H0YAK3	CDH18
Q13634	CDH18
A0A024RC42	CDH2
C9J126	CDH2
C9J8J8	CDH2
C9JMH2	CDH2
P19022	CDH2
Q49AS4	CDH22
Q9UJ99	CDH22
J3KRQ1	CDH3
J3QKW6	CDH3
J3QL41	CDH3
J3QL75	CDH3
J3QR34	CDH3
J3QR60	CDH3
P22223	CDH3
P55291	CDH3
B4DTR2	CDH5
H3BPG1	CDH5
H3BQ82	CDH5
H3BR11	CDH5
H3BR64	CDH5
I3L1J2	CDH5
P33151	CDH5
Q4VAI4	CDH5
D6RA59	CDK10
D6REZ2	CDK10
D6RHH3	CDK10
F8W872	CDK10
H3BSN8	CDK10
H3BT74	CDK10
Q15131	CDK10
Q9UHL7	CDK10
A0A024RB10	CDK2
A0A024RB77	CDK2
E7ESI2	CDK2
G3V317	CDK2
G3V5T9	CDK2
P24941	CDK2
A0A024R8R3	CDK3
K7EJ83	CDK3
K7ELV5	CDK3
Q00526	CDK3
A0A024RBB6	CDK4
F8VTV8	CDK4
F8VWX7	CDK4
F8VXD2	CDK4
F8VYH9	CDK4
F8VYY1	CDK4
F8VZ13	CDK4
F8VZ51	CDK4
F8VZZ0	CDK4
F8W1L8	CDK4
P11802	CDK4
Q6LC83	CDK4
Q96BE9	CDK4
A0A090N7W4	CDK5
A0A0S2Z355	CDK5
Q00535	CDK5
Q6IAW3	CDK5
J3QRB5	CDK5R1
Q15078	CDK5R1
Q8N619	CDK5R1
Q8TAM4	CDK5R1
Q13319	CDK5R2
Q5XKD4	CDK5R2
A0A0A0MRG9	CDK5RAP2
A0A0C4ZLW1	CDK5RAP2
A6H8X1	CDK5RAP2
B1AMJ5	CDK5RAP2
B7ZLE9	CDK5RAP2
B9EG74	CDK5RAP2
C9K0C9	CDK5RAP2
F8WBJ0	CDK5RAP2
F8WCI3	CDK5RAP2
F8WF55	CDK5RAP2
Q05CZ3	CDK5RAP2
Q5JTU8	CDK5RAP2
Q96SN8	CDK5RAP2
J3KRI2	CDK5RAP3
J3KRK4	CDK5RAP3
J3KS63	CDK5RAP3
J3KSD0	CDK5RAP3
J3KTA5	CDK5RAP3
J3QL86	CDK5RAP3
J3QL95	CDK5RAP3
J3QQS7	CDK5RAP3
J3QQY1	CDK5RAP3
J3QRM1	CDK5RAP3
J3QRX0	CDK5RAP3
J3QS62	CDK5RAP3
Q96JB5	CDK5RAP3
Q00534	CDK6
A0A0S2Z3F9	CDK7
D6R9G1	CDK7
D6R9Z2	CDK7
D6RAD4	CDK7
D6REC6	CDK7
D6RF14	CDK7
D6RFL0	CDK7
D6RGG9	CDK7
D6RI01	CDK7
D6RIG9	CDK7
P50613	CDK7
A0A024R880	CDK9
B5BU53	CDK9
P50750	CDK9
X6RE90	CDK9
A0A5H1ZRP5	CDKL1
H0YCE5	CDKL1
H0YE65	CDKL1
Q00532	CDKL1
D6RBJ5	CDKL2
J3KNE8	CDKL2
Q92772	CDKL2
B4DX41	CDKL3
E5RFT9	CDKL3
E5RGK4	CDKL3
E5RI54	CDKL3
E7ET86	CDKL3
H0YAP8	CDKL3
H0YB17	CDKL3
Q8IVW4	CDKL3
F8WC88	CDKL4
H7BZI6	CDKL4
L8EC64	CDKL4
Q5MAI5	CDKL4
A0A096LNR9	CDKL5
A0A096LP32	CDKL5
A0A096LPG3	CDKL5
A0A096LPI4	CDKL5
A0A1B0GTX4	CDKL5
A0A1B0GUM4	CDKL5
O76039	CDKL5
A0A024RCX5	CDKN1A
P38936	CDKN1A
A7KMP4	CDKN1B
E7ES52	CDKN1B
H7C2T1	CDKN1B
P46527	CDKN1B
Q6I9V6	CDKN1B
Q708J1	CDKN1B
A0A0G2JH30	CDKN1C
A0A0G2JPX0	CDKN1C
A0A2R8YFP9	CDKN1C
A6NK88	CDKN1C
B2D1N3	CDKN1C
P49918	CDKN1C
Q49AH0	CDNF
H3BN65	CDR2
H3BQS4	CDR2
H3BTR1	CDR2
H3BU23	CDR2
H3BUE0	CDR2
Q01850	CDR2
A0A024R8R6	CDR2L
Q86X02	CDR2L
D3DND1	CDV3
D6R973	CDV3
D6R9V8	CDV3
D6RAV0	CDV3
D6RDN0	CDV3
D6RFH2	CDV3
H0Y8K3	CDV3
Q9UKY7	CDV3
A0A087WTJ6	CDX1
P47902	CDX1
Q14DX0	CDX1
Q4VAU3	CDX1
Q4VAU5	CDX1
Q9Y6F8	CDY1
C9JQG7	CDYL
Q9Y232	CDYL
A0A0B4J291	CDYL2
Q8N8U2	CDYL2
P17676	CEBPB
Q9BSC0	CEBPB
W8SNU6	CEBPB
W8SNV5	CEBPB
P49716	CEBPD
Q504X4	CEBPD
Q15744	CEBPE
C9J9W7	CEBPZ
Q03701	CEBPZ
Q9NZK5	CECR1
P19835	CEL
Q14018	CEL
X6R868	CEL
H0Y7R9	CELSR1
L8ECE5	CELSR1
Q9NYQ6	CELSR1
Q9HCU4	CELSR2
L0R6E8	CELSR3
Q9NYQ7	CELSR3
P07199	CENPB
Q03188	CENPC1
A0A087X0P0	CENPE
A0A5F9ZH24	CENPE
D6RHK2	CENPE
Q02224	CENPE
A0A087WTY4	CENPF
P49454	CENPF
Q5JX01	CENPI
Q5JX02	CENPI
Q92674	CENPI
F6VUX8	CENPJ
H0Y5L8	CENPJ
Q2KHM5	CENPJ
Q569I1	CENPJ
Q9HC77	CENPJ
D6R984	CENPK
D6RAX0	CENPK
D6RBN6	CENPK
D6RC76	CENPK
D6RHD3	CENPK
D6RJF0	CENPK
H0Y9K8	CENPK
Q9BS16	CENPK
Q8N0S6	CENPL
H3BMP6	CENPT
H3BN05	CENPT
H3BQ71	CENPT
H3BQJ0	CENPT
H3BQS6	CENPT
H3BTR4	CENPT
H3BTS2	CENPT
H3BUW2	CENPT
I3L4F8	CENPT
Q96BT3	CENPT
B2RP65	CEP110
O43303	CEP110
Q7Z7A1	CEP110
D6R8Z4	CEP120
D6REX9	CEP120
E5RJ50	CEP120
F8VRV0	CEP120
Q8N960	CEP120
Q66GS9	CEP135
A0A075B719	CEP152
H0YMG1	CEP152
H0YN91	CEP152
O94986	CEP152
Q3B7A2	CEP152
A0A1W2PQ68	CEP164
E9PI05	CEP164
E9PIM2	CEP164
E9PLS8	CEP164
E9PR73	CEP164
L8E8L4	CEP164
Q9UPV0	CEP164
A6H8X9	CEP170
B2RTS4	CEP170
E5RFU8	CEP170
E5RG47	CEP170
E5RGW7	CEP170
E5RIH6	CEP170
E5RJT5	CEP170
E7EMW0	CEP170
E7EWM2	CEP170
H0Y2V6	CEP170
H0Y4T4	CEP170
H0YB66	CEP170
H0YB92	CEP170
Q5SW79	CEP170
Q6AZE1	CEP170
A0A087WZ34	CEP250
A6PVI9	CEP250
A6PVJ0	CEP250
E7ETF9	CEP250
E9PHT2	CEP250
G1UI40	CEP250
H0Y5R2	CEP250
H7C0D6	CEP250
H7C0P0	CEP250
Q5JWS5	CEP250
Q5JWS6	CEP250
Q6IPL3	CEP250
Q9BV73	CEP250
A0A024R914	CEP350
A2A4F6	CEP350
E9PIK0	CEP350
H0Y6Q4	CEP350
H0Y7F7	CEP350
H0YD38	CEP350
L8ECF2	CEP350
Q05D72	CEP350
Q5T2X4	CEP350
Q5T2X5	CEP350
Q5VT06	CEP350
H0Y432	CEP55
Q53EZ4	CEP55
A0A024R3A1	CEP57
A0A024R3B1	CEP57
A0A024R3D1	CEP57
F5GXS6	CEP57
F5GYW0	CEP57
F5GZ93	CEP57
F5H0C6	CEP57
F5H1B0	CEP57
F5H6R3	CEP57
F5H7J4	CEP57
H0YFT8	CEP57
H0YGT4	CEP57
Q86XR8	CEP57
A0A024QYZ9	CEP72
A0A0G2JR44	CEP72
Q9P209	CEP72
B4DP81	CEP76
K7EII2	CEP76
K7EIV8	CEP76
K7EP44	CEP76
K7EPF5	CEP76
Q8TAP6	CEP76
E9PG22	CEP97
F8WF91	CEP97
H7C4Y5	CEP97
Q8IW35	CEP97
A0A087WUJ5	CERCAM
A0A087WYE2	CERCAM
B7ZBS8	CERCAM
B7ZBS9	CERCAM
B7ZBT0	CERCAM
Q5T4B2	CERCAM
X6RL83	CERCAM
A0A024R4U8	CERK
F8WFD8	CERK
Q6I9Z0	CERK
Q8TCT0	CERK
Q9H5N7	CERK
P41208	CETN2
A0A0S2Z3F6	CETP
A0A0S2Z3I8	CETP
F4YZX8	CETP
H3BRJ9	CETP
P11597	CETP
Q8IWL9	CETP
Q9H4L8	CETP
A0A0G2JH38	CFB
C9JRT3	CFB
F8WBL9	CFB
H7C526	CFB
H7C5H1	CFB
P00751	CFB
W8VT81	CFB
A0A087X0I2	CFI
D6R9Z8	CFI
E7ETH0	CFI
G3XAM2	CFI
P05156	CFI
Q8WW88	CFI
E9PK25	CFL1
E9PLJ3	CFL1
E9PP50	CFL1
E9PQB7	CFL1
E9PS23	CFL1
G3V1A4	CFL1
P23528	CFL1
V9HWI5	CFL1
F8WDN3	CFL2
G3V2U0	CFL2
Q549N0	CFL2
Q9Y281	CFL2
A0A024R3Y3	CFLAR
A0A024R3Y4	CFLAR
A0A0A0MR92	CFLAR
A0A336TY74	CFLAR
C9J408	CFLAR
C9J4Q0	CFLAR
C9JSU3	CFLAR
C9JV51	CFLAR
E9PAP3	CFLAR
F8WBH9	CFLAR
M0QY57	CFLAR
M0QYM0	CFLAR
M0R1A8	CFLAR
O15519	CFLAR
A0A024R730	CFTR
A0A060KPS6	CFTR
A0A088T1A1	CFTR
A0A089NFM8	CFTR
A0A089PPW6	CFTR
A0A096ZUB3	CFTR
A0A096ZUB7	CFTR
A0A096ZUB8	CFTR
A0A096ZUB9	CFTR
A0A096ZUC0	CFTR
A0A096ZUC4	CFTR
A0A096ZUH4	CFTR
A0A0A7MBI3	CFTR
A0A0A7MBS8	CFTR
A0A0A7MGQ3	CFTR
A0A159X613	CFTR
A0A1B0YU32	CFTR
A0A3B3IT97	CFTR
A0A3B3ITE0	CFTR
A0A3B3ITW0	CFTR
A0A3B3ITW5	CFTR
A0A3G1KLT7	CFTR
C9J6L5	CFTR
E7EPB6	CFTR
H0Y8A9	CFTR
J7GIV3	CFTR
J7GP68	CFTR
M0QYZ3	CFTR
O00717	CFTR
P13569	CFTR
Q19Q54	CFTR
Q20BH0	CFTR
Q20BI4	CFTR
Q20BI6	CFTR
Q20BJ8	CFTR
Q2I0A3	CFTR
Q2I0A9	CFTR
Q5I6F9	CFTR
Q5I6N4	CFTR
Q5I6N5	CFTR
Q5I6N6	CFTR
Q5I6N7	CFTR
Q6KE95	CFTR
Q6KEA0	CFTR
Q6KEA5	CFTR
Q6KEB2	CFTR
Q6KEB8	CFTR
Q6KEC3	CFTR
Q6KEC8	CFTR
Q6KED3	CFTR
Q6KED8	CFTR
Q6KEE3	CFTR
Q6KEE7	CFTR
Q6KEF1	CFTR
Q6KEF5	CFTR
Q6KEF9	CFTR
Q6KEG3	CFTR
Q6KEG6	CFTR
Q6KEG9	CFTR
Q6KEH3	CFTR
Q6KEH6	CFTR
Q6KEH8	CFTR
Q6KEH9	CFTR
Q6KEI2	CFTR
Q6KEI7	CFTR
Q6KEI8	CFTR
Q6KEJ1	CFTR
Q6KEJ4	CFTR
Q6KEJ7	CFTR
Q99989	CFTR
Q9NP06	CFTR
Q9NP07	CFTR
Q9UJ19	CFTR
Q9UML7	CFTR
Q9UML8	CFTR
Q9UMN4	CFTR
A0A0F7RPZ9	CGB1
A6NKQ9	CGB1
C7EA76	CGB1
K7ELM3	CGB1
A0A0F7RPU2	CGB2
C7EA52	CGB2
M0R0E6	CGB2
Q6NT52	CGB2
Q53QY2	CGEF2
Q53TH3	CGEF2
Q8WZA2	CGEF2
Q9Y320	CGI-31
Q9Y221	CGI-37
Q75M91	CGI-59
Q9Y383	CGI-59
Q53QD4	CGI-87
Q53S18	CGI-87
Q8WVT3	CGI-87
A2A3M4	CGN
A6PVU7	CGN
B9EK46	CGN
H0Y4A8	CGN
Q9P2M7	CGN
Q0VF96	CGNL1
Q6P5Q2	CGNL1
D6W625	CHAF1A
K7EJF1	CHAF1A
K7EME9	CHAF1A
K7ENC7	CHAF1A
K7EPA1	CHAF1A
Q13111	CHAF1A
A0A1W2PP46	CHAT
A0A1W2PRG4	CHAT
D3DX95	CHAT
P28329	CHAT
Q6LEN5	CHAT
Q6LEN6	CHAT
R4GN13	CHAT
Q9Y6H1	CHCHD2
A0A087WVF4	CHD1
H0Y8V4	CHD1
H0Y8Z0	CHD1
L8E9V9	CHD1
O14646	CHD1
Q7Z4M7	CHD1
A0A024RC75	CHD2
A0A0D9SEH6	CHD2
A0A0D9SEP7	CHD2
A0A0D9SET4	CHD2
A0A0D9SEU0	CHD2
A0A0D9SF92	CHD2
A0A0D9SFA3	CHD2
A0A0D9SFV4	CHD2
A0A0D9SFV8	CHD2
A0A0D9SGA6	CHD2
A0A0D9SGK0	CHD2
A0A1B0GTM9	CHD2
A0A1B0GTU9	CHD2
A0A1B0GU59	CHD2
B7Z3I4	CHD2
O14647	CHD2
Q8N677	CHD2
A0A5F9ZHM2	CHD3
A0A5F9ZHX5	CHD3
H7C0J3	CHD3
H7C2H0	CHD3
H7C3H7	CHD3
I3L1I4	CHD3
I3L229	CHD3
K7EPV1	CHD3
Q12873	CHD3
Q2TAZ1	CHD3
A0A0C4DGG9	CHD4
A0A2R8Y212	CHD4
A0A2R8Y425	CHD4
A0A2R8Y4X2	CHD4
A0A2R8Y512	CHD4
A0A2R8Y521	CHD4
A0A2R8Y539	CHD4
A0A2R8Y5J0	CHD4
