Entry	Gene
A0A1V1FM02	TSC1
A0A2R8Y419	TSC1
A0A2R8Y5F8	TSC1
A0A2R8Y5J1	TSC1
A0A2R8Y5M3	TSC1
A0A2R8Y5N2	TSC1
A0A2R8Y5Q4	TSC1
A0A2R8Y5S3	TSC1
A0A2R8Y5U8	TSC1
A0A2R8Y6N1	TSC1
A0A2R8Y6S1	TSC1
A0A2R8Y6S8	TSC1
A0A2R8Y6T5	TSC1
A0A2R8Y6W1	TSC1
A0A2R8Y756	TSC1
A0A2R8Y7E9	TSC1
A0A2R8YD74	TSC1
A0A2R8YEH9	TSC1
A0A2R8YFV7	TSC1
A0A2R8YGL0	TSC1
A0A2R8YGX7	TSC1
A0A2Z3J316	TSC1
A0A2Z3J3Z0	TSC1
A7L806	TSC1
Q0VAM5	TSC1
Q32NF0	TSC1
Q59IT9	TSC1
Q86WV8	TSC1
Q92574	TSC1
Q96RT3	TSC1
Q96RT4	TSC1
Q96RT5	TSC1
X5D9D2	TSC1
A0A024RDV8	TSC22D1
A0A087X0H8	TSC22D1
C9IZ15	TSC22D1
C9JYW3	TSC22D1
H7C4J9	TSC22D1
Q15714	TSC22D1
B4DN36	TSC22D2
H0Y865	TSC22D2
H0Y8E9	TSC22D2
H7C4U3	TSC22D2
O75157	TSC22D2
D6R8Z7	TSC22D3
D6R9J1	TSC22D3
D6RAX8	TSC22D3
D6RBL1	TSC22D3
D6RCK9	TSC22D3
D6RD37	TSC22D3
D6RD92	TSC22D3
D6RDZ7	TSC22D3
D6RDZ9	TSC22D3
E7EWD5	TSC22D3
Q5JRJ0	TSC22D3
Q5JRJ2	TSC22D3
Q99576	TSC22D3
A0A024R2G3	TSEN2
C9J7Z4	TSEN2
H7C2Z3	TSEN2
H7C301	TSEN2
Q8NCE0	TSEN2
E7EN92	TSEN54
J3KRC5	TSEN54
J3QLM6	TSEN54
J3QRQ5	TSEN54
J9JIH8	TSEN54
Q7Z6J9	TSEN54
D3DQY6	TSG101
F5H442	TSG101
J3QKS4	TSG101
J3QRU6	TSG101
L0L6B6	TSG101
Q86SI0	TSG101
Q99816	TSG101
A0A218MIY9	TSGA10
B8ZZZ9	TSGA10
F8WA32	TSGA10
Q9BZW7	TSGA10
Q9BYV8	TSGA14
A0A0A0MTJ0	TSHR
A0A1B0GUJ5	TSHR
A0A1B0RYB7	TSHR
A0A1B0RYB9	TSHR
A0A2R8Y709	TSHR
B4E0H2	TSHR
G3V381	TSHR
O43200	TSHR
P16473	TSHR
Q0VAP8	TSHR
Q59GA2	TSHR
Q8NH23	TSHR
Q63HK5	TSHZ3
U3KQ78	TSHZ3
A0A0J9YVW2	TSN
A0A0J9YX41	TSN
B3KRM8	TSN
E9PGT1	TSN
H7C1D4	TSN
Q15631	TSN
J3KS33	TSPYL2
J3KST2	TSPYL2
Q9H2G4	TSPYL2
Q53HC9	TSSC1
A0A024RCB9	TSSC4
A6NCC9	TSSC4
C9JDU0	TSSC4
C9JHT9	TSSC4
C9JJV1	TSSC4
E9PL88	TSSC4
E9PME3	TSSC4
Q9Y5U2	TSSC4
L8E9F5	TTBK1
Q5TCY1	TTBK1
X6R456	TTBK1
A0A0B4J292	TTBK2
H3BMY7	TTBK2
H3BQ25	TTBK2
H3BTY5	TTBK2
Q6IQ55	TTBK2
Q8IWY7	TTBK2
H0YB37	TTC1
Q99614	TTC1
A2A3L6	TTC24
A0A087WW06	TTC28
B0QYP4	TTC28
B0QYP5	TTC28
L8E8S5	TTC28
Q96AY4	TTC28
A0A1B0GU95	TTC33
A0A1B0GUJ4	TTC33
A0A1B0GV67	TTC33
Q6PID6	TTC33
D6RCE2	TTC37
D6RDA0	TTC37
H0Y915	TTC37
H0Y964	TTC37
Q6PGP7	TTC37
G5E9G4	TTC7A
H0Y3V7	TTC7A
H7C055	TTC7A
H7C1P2	TTC7A
I6L9J2	TTC7A
Q6P0M3	TTC7A
Q9ULT0	TTC7A
A0A0C4DGK5	TTC7B
G3V3E4	TTC7B
G3V3H1	TTC7B
H0YIZ4	TTC7B
H0YJP9	TTC7B
H0YJS2	TTC7B
H0YK02	TTC7B
Q6PIF1	TTC7B
Q86TV6	TTC7B
A0A024R8C1	TTF1
A0A087WY09	TTF1
P43699	NKX2-1,TTF1
Q15361	TTF1
O00358	TTF2
Q9UNY4	TTF2
X6RI15	TTF2
D6REX1	TTK
D6RF82	TTK
D6RFY1	TTK
D6RIC6	TTK
P33981	TTK
A0A024R4U3	TTLL12
Q14166	TTLL12
V9GY16	TTLL12
A0A024R424	TTLL4
C9J3I1	TTLL4
C9J982	TTLL4
C9JB60	TTLL4
E7EX20	TTLL4
E9PH58	TTLL4
H7BZY4	TTLL4
H7C1F7	TTLL4
H7C2S3	TTLL4
H7C421	TTLL4
H7C470	TTLL4
Q14679	TTLL4
A0A087WT59	TTR
A0A087WV45	TTR
E9KL36	TTR
P02766	TTR
Q13736	TTR
Q13739	TTR
V9GZJ0	TTR
O95551	TTRAP
X6R5A3	TTRAP
A0A024R816	TTYH3
A8MXJ9	TTYH3
H7C3T6	TTYH3
Q9C0H2	TTYH3
E9PQR4	TUB
P50607	TUB
Q96JS0	TUB
Q9H4D2	TUB
P07437	TUBB
Q5JP53	TUBB
Q5ST81	TUBB
Q5SU16	TUBB
Q6P602	TUBB
Q96B85	TUBB
Q9BUU9	TUBB
G3V2A3	TUBB3
G3V2N6	TUBB3
G3V2R8	TUBB3
G3V3J6	TUBB3
G3V3R4	TUBB3
G3V3W7	TUBB3
G3V4U2	TUBB3
G3V542	TUBB3
G3V5W4	TUBB3
Q13509	TUBB3
Q3ZCR3	TUBB3
Q9BV28	TUBB3
K7EIS0	TUBG1
K7EKE5	TUBG1
P23258	TUBG1
B3KTU7	TUBGCP2
F2Z2B9	TUBGCP2
Q9BSJ2	TUBGCP2
R4GMM4	TUBGCP2
A0A087WVL9	TUBGCP5
A0A087WVZ8	TUBGCP5
A0A087X006	TUBGCP5
A0A087X1Z1	TUBGCP5
A0A0G2JPW5	TUBGCP5
A0A0G2JQI0	TUBGCP5
A0A0G2JQK2	TUBGCP5
A0A0G2JQK7	TUBGCP5
A0A0G2JQW0	TUBGCP5
A0A0G2JQX1	TUBGCP5
A0A0G2JR45	TUBGCP5
A0A0G2JRG1	TUBGCP5
A0A0G2JS51	TUBGCP5
A0A0G2JSA7	TUBGCP5
Q96RT8	TUBGCP5
A0A384ME17	TUFM
H3BNU3	TUFM
P49411	TUFM
A0A087WT25	TULP1
F1T0I9	TULP1
F1T0J0	TULP1
O00294	TULP1
Q0QD38	TULP1
Q5TGM7	TULP1
E5RH05	TULP2
E5RHR0	TULP2
E5RIF7	TULP2
H0YBB5	TULP2
O00295	TULP2
A0A087WYH3	TULP4
Q9NRJ4	TULP4
A0A0A0MTC2	TUSC3
D6RA37	TUSC3
D6RDV0	TUSC3
D6RIY7	TUSC3
Q13454	TUSC3
Q6Q319	TUSC3
Q6Q320	TUSC3
Q6QQE4	TUSC3
D6RG15	TWF2
Q6IBS0	TWF2
H7BY00	TWIST1
H7C4D7	TWIST1
Q15672	TWIST1
L8E9H7	TWISTNB
Q3B726	TWISTNB
D6R9F2	TXK
D6RA14	TXK
D6RBM7	TXK
E7EQN8	TXK
P42681	TXK
Q6LD13	TXK
Q6LD14	TXK
V9GZ99	TXK
V9GZA3	TXK
A0AUK0	TXLNA
P40222	TXLNA
A0A1S5UZH5	TXN
H9ZYJ2	TXN
P10599	TXN
I3L0Q4	TXNDC11
I3L1A5	TXNDC11
I3L2Z6	TXNDC11
Q6PKC3	TXNDC11
I3L0K2	TXNDC17
I3L2R6	TXNDC17
I3L3M7	TXNDC17
L8E9G3	TXNDC17
Q9BRA2	TXNDC17
B1ALI9	TXNIP
L8E7V6	TXNIP
Q9H3M7	TXNIP
K7EKG2	TXNL1
K7EME7	TXNL1
K7EML9	TXNL1
K7EPB7	TXNL1
K7ER96	TXNL1
O43396	TXNL1
V9HW51	TXNL1
K7EJU2	TXNL4A
K7EMX5	TXNL4A
K7EPA6	TXNL4A
K7ES07	TXNL4A
K7ESL1	TXNL4A
O14835	TXNL4A
P83876	TXNL4A
A0A024R7E4	TYK2
E9PM19	TYK2
E9PPF2	TYK2
E9PQE9	TYK2
E9PQL2	TYK2
H0YCT7	TYK2
H0YE24	TYK2
H0YE41	TYK2
K7EJR6	TYK2
K7EM33	TYK2
P29597	TYK2
H0YKZ2	TYRO3
H0YN24	TYRO3
H0YNK6	TYRO3
H3BPR7	TYRO3
Q06418	TYRO3
Q8N6J3	TYRO3
K7EKK0	TYROBP
K7ES93	TYROBP
O43914	TYROBP
X6RGC9	TYROBP
C9JZ52	TYRP1
E7EQI3	TYRP1
P17643	TYRP1
Q6LES1	TYRP1
Q6IPR3	TYW3
Q96GE7	TYW3
V9GY40	TYW3
V9GZ67	TYW3
P22314	UBA1
Q5JRR6	UBA1
Q5JRR9	UBA1
Q5JRS0	UBA1
Q5JRS1	UBA1
Q5JRS2	UBA1
Q5JRS3	UBA1
K7EPL2	UBA2
K7ES38	UBA2
K7ESK7	UBA2
Q9UBT2	UBA2
U3KQ55	UBA2
U3KQ93	UBA2
A0A0D9SF81	UBA3
F8W8D4	UBA3
F8WAT6	UBA3
F8WF86	UBA3
Q8TBC4	UBA3
C9J0F6	UBA5
C9J5W5	UBA5
C9JRV9	UBA5
D6RJC9	UBA5
E7EQ61	UBA5
E7EWE1	UBA5
Q9GZZ9	UBA5
P41226	UBA7
Q9BSL1	UBAC1
Q8TF42	UBASH3B
A0A087WVK1	UBE2C
A0A0A0MSE8	UBE2C
K4DI81	UBE2C
O00762	UBE2C
Q5TZN3	UBE2C
A0A024R2K3	UBE2E1
B7Z306	UBE2E1
C9J2P0	UBE2E1
H7C061	UBE2E1
P51965	UBE2E1
B0QYN7	UBE2I
H3BPC4	UBE2I
H3BQQ9	UBE2I
H3BRD1	UBE2I
P63279	UBE2I
Q7KZS0	UBE2I
A0A024R4T4	UBE2M
M0QX69	UBE2M
M0QYI6	UBE2M
P61081	UBE2M
E9PHD0	UBE2Q2
H3BN94	UBE2Q2
H3BV95	UBE2Q2
L8EC84	UBE2Q2
Q8WVN8	UBE2Q2
A0A0D9SEJ2	UBE3A
A0A0D9SES7	UBE3A
A0A0D9SF91	UBE3A
A0A0D9SFH3	UBE3A
A0A0D9SFU3	UBE3A
A0A0D9SG54	UBE3A
A0A0D9SG63	UBE3A
A0A0D9SG77	UBE3A
A0A0G2JQQ5	UBE3A
A0A1B0GTB3	UBE3A
A0A1B0GVL3	UBE3A
Q05086	UBE3A
Q5W7F7	UBE3A
Q96GR7	UBE3A
Q9BUI6	UBE3A
Q9H2G0	UBE3A
Q9UBN9	UBE3A
S4R306	UBE3A
B1AQ61	UBE4B
K7EP75	UBE4B
K7ERA7	UBE4B
O95155	UBE4B
H3BRL3	UBFD1
H3BUM8	UBFD1
O14562	UBFD1
A0A024RDP0	UBL3
O95164	UBL3
F8WB70	UBL4A
F8WCT8	UBL4A
P11441	UBL4A
Q5HY81	UBL4A
Q8WVY7	UBLCP1
K7EJT1	UBN1
K7EQR1	UBN1
K7ER78	UBN1
K7ESM4	UBN1
Q9NPG3	UBN1
A2A2Q6	UBOX5
O94941	UBOX5
A0A024R2J0	UBP1
C9JWL3	UBP1
F8WEP8	UBP1
Q9NZI7	UBP1
A0A087WTJ9	UBR1
A0A0C4DGM0	UBR1
H3BNQ6	UBR1
H3BQF8	UBR1
H3BS20	UBR1
H3BUC4	UBR1
H3BUZ4	UBR1
L8E998	UBR1
Q8IWV7	UBR1
Q8IWV8	UBR2
A0A0A0MSW0	UBR4
L0R6T5	UBR4
Q5T4S7	UBR4
Q5TBN9	UBR4
Q96HY5	UBR4
X6R960	UBR4
X6RE05	UBR4
E5RFK7	UBR5
E7EMW7	UBR5
E7ET84	UBR5
H0YAV7	UBR5
H0YBB4	UBR5
L8E894	UBR5
O95071	UBR5
Q49A65	UBR5
B4DLB0	UBTF
E9PKP7	UBTF
E9PLT2	UBTF
E9PMM2	UBTF
H0YDH7	UBTF
O00164	UBTF
P17480	UBTF
Q05BZ1	UBTF
Q9BQR2	UBTF
A0A087WTZ5	UBXN1
E9PJ81	UBXN1
E9PRQ7	UBXN1
E9PS08	UBXN1
Q04323	UBXN1
Q05BV2	UBXN1
C9JLR4	UBXN4
F8WB86	UBXN4
Q6PJ80	UBXN4
Q92575	UBXN4
K7EJ02	UBXN6
K7ELN1	UBXN6
K7EP32	UBXN6
Q9BZV1	UBXN6
C9JAT7	UBXN7
C9JD50	UBXN7
F8WB69	UBXN7
H7BYF4	UBXN7
O94888	UBXN7
A0A087WTB8	UCHL3
L8E899	UCHL3
L8EAH4	UCHL3
P15374	UCHL3
Q5TBK7	UCHL3
A0A024R8E7	UCK1
A0A0S2Z5Y6	UCK1
A0A0S2Z601	UCK1
G3V170	UCK1
Q9HA47	UCK1
A0A2R8Y653	UCK2
Q9BZX2	UCK2
A0A024R5N5	UCP2
F5GX45	UCP2
F5H312	UCP2
H0YFQ0	UCP2
P55851	UCP2
A8MYV4	UEVLD
Q8IX04	UEVLD
Q9Y3C8	UFC1
Q541A5	UFD1L
Q92890	UFD1L
A0A024R157	UGCG
Q16739	UGCG
Q05D90	UGCGL2
Q08AC9	UGCGL2
Q2TAA6	UGCGL2
Q6NVZ4	UGCGL2
Q9NYU1	UGCGL2
E2QRN8	UGGT1
F8WCE6	UGGT1
F8WCI2	UGGT1
H7BZG0	UGGT1
L8ECI4	UGGT1
Q9NYU2	UGGT1
A0A087WYS1	UGP2
C9J3M0	UGP2
C9J6Q0	UGP2
C9JNZ1	UGP2
C9JQU9	UGP2
C9JTZ5	UGP2
C9JUW1	UGP2
C9JVG3	UGP2
C9JWG0	UGP2
D6W5E6	UGP2
E7EUC7	UGP2
F2Z3H1	UGP2
F2Z3P4	UGP2
F8WC70	UGP2
F8WDA2	UGP2
H7C500	UGP2
Q16851	UGP2
Q53QE9	UGP2
D6RDU1	UGT3A2
D6RHY1	UGT3A2
Q3SY77	UGT3A2
D6RFW2	UGT8
Q16880	UGT8
A0A0A0MSQ3	UHRF2
B1AL33	UHRF2
Q96PU4	UHRF2
O75385	ULK1
A0A024QYY7	ULK2
K7EIU2	ULK2
K7EKK9	ULK2
K7EP89	ULK2
Q8IYT8	ULK2
H3BMW8	ULK3
H3BP85	ULK3
H3BPN6	ULK3
H3BS27	ULK3
H3BT78	ULK3
H3BTS3	ULK3
H3BV76	ULK3
Q6PHR2	ULK3
A8K5J1	UMPS
B5LY64	UMPS
B5LY67	UMPS
B5LY69	UMPS
B5LY70	UMPS
B5LY71	UMPS
E9PFD2	UMPS
F2Z303	UMPS
F2Z3P2	UMPS
F8WDG4	UMPS
P11172	UMPS
A6NIH7	UNC119B
Q9BST3	UNC119B
A0A0U1RRB5	UNC13B
A0A0U1RRL2	UNC13B
A0A1B0GUS7	UNC13B
A0A1B0GVW8	UNC13B
B1AM27	UNC13B
F8W8M9	UNC13B
I6L9J0	UNC13B
O14795	UNC13B
A0A0C4DGH4	UNC13C
A0A3B3ISZ1	UNC13C
H0YL13	UNC13C
H3BRP8	UNC13C
L8E9P5	UNC13C
Q8NB66	UNC13C
K7EIH3	UNC13D
K7ELN2	UNC13D
K7EM66	UNC13D
K7EMK8	UNC13D
K7EN29	UNC13D
K7EN81	UNC13D
K7EQ37	UNC13D
Q70J99	UNC13D
A0A1W2PNX8	UNC45A
A0A5F9ZI17	UNC45A
A0A5F9ZI32	UNC45A
Q9H3U1	SMAP1,UNC45A
A0A1B1PFW5	UNC45B
H0UID2	UNC45B
Q8IWX7	UNC45B
A0A087X152	UNC5C
D6RE16	UNC5C
E0CX15	UNC5C
O95185	UNC5C
Q4W5H4	UNC5C
Q8IV45	UNC5CL
A4D2Q0	UNC84A
A7MCZ7	UNC84A
O94901	UNC84A
A0A024R1P7	UNC84B
A0A024R1S6	UNC84B
Q6NT72	UNC84B
Q9UH99	UNC84B
K7EIZ1	UNK
K7ELF5	UNK
K7EMB1	UNK
K7EQ93	UNK
K7EQJ1	UNK
Q9C0B0	UNK
L0R8K7	UPF2
Q5BKV2	UPF2
Q9HAU5	UPF2
A0A024RE10	UPF3A
A0A087WZ33	UPF3A
B3KUE7	UPF3A
Q9H1J1	UPF3A
A0A087WYC8	UPF3B
A0A1B0GVA2	UPF3B
I3XIE4	UPF3B
Q0VAK7	UPF3B
Q9BZI7	UPF3B
F8WEF1	UQCRC1
F8WER5	UQCRC1
P31930	UQCRC1
P47985	UQCRFS1
A0A087WTF2	UQCRH
A0A087X2B9	UQCRH
P07919	UQCRH
Q567R0	UQCRH
A0A1B0GVN9	UROD
A0A1B0GVZ4	UROD
A0A494BZV1	UROD
A0A494BZY8	UROD
A0A494C007	UROD
A0A494C085	UROD
A0A494C0P4	UROD
A0A494C0Q8	UROD
A0A494C0S8	UROD
A0A494C1D8	UROD
A0A494C1T3	UROD
H0Y5R6	UROD
P06132	UROD
Q5T446	UROD
Q71UD4	UROD
Q71UD5	UROD
A0A087WUV7	UROS
A0A087WZB7	UROS
A0A087X021	UROS
A0A0S2Z4T8	UROS
A0A0S2Z5C5	UROS
A0A3B3IS33	UROS
A0A3B3IS76	UROS
A0A3B3ISL9	UROS
A0A3B3ISM6	UROS
A0A3B3ISX6	UROS
A0A3B3ITJ2	UROS
A0A3B3IU75	UROS
A0A3B3IUC8	UROS
P10746	UROS
Q5T3L7	UROS
Q5T3L8	UROS
Q5T3L9	UROS
Q9BT54	UROS
A0A0S2Z4U5	USF1
B1AQP1	USF1
E9PJ52	USF1
E9PME6	USF1
E9PQA2	USF1
H0YD59	USF1
P22415	USF1
B4DLJ1	USF2
M0QXT0	USF2
M0QY46	USF2
M0QYU7	USF2
M0QZ39	USF2
M0R1C6	USF2
Q15853	USF2
V9GYR5	USF2
A0A0S2Z4U9	USH1C
A0A0S2Z4V1	USH1C
E9PNW1	USH1C
Q9Y6N9	USH1C
O75445	USH2A
C9JC88	USP1
C9JWX4	USP1
O94782	USP1
B4DGK3	USP11
C9JBP8	USP11
G5E9A6	USP11
P51784	USP11
Q5JXD3	USP11
Q6P453	USP11
H7C502	USP13
H7C5J3	USP13
Q92995	USP13
A6NJA2	USP14
D3DUG9	USP14
J3KS55	USP14
J3QQT6	USP14
P54578	USP14
R4GNB0	USP14
F8VVY7	USP15
F8VZG8	USP15
F8W0H4	USP15
H0YH96	USP15
H0YHM4	USP15
H0YI26	USP15
H0YI31	USP15
Q2NL66	USP15
Q9Y4E8	USP15
E9PJ34	USP2
E9PSH6	USP2
O75604	USP2
H7C1T8	USP25
H7C253	USP25
Q96B65	USP25
Q9UHP3	USP25
W6MEN2	USP25
Q495F8	USP26
Q9BXU7	USP26
B4E3L3	USP28
F5GZ74	USP28
F5H2G4	USP28
F5H6Q3	USP28
G3V1N5	USP28
H0YFA0	USP28
H0YFD7	USP28
H0YFT9	USP28
H0YFX3	USP28
H0YG96	USP28
H0YH19	USP28
L8EA89	USP28
Q96RU2	USP28
A1L447	USP29
M0QZL0	USP29
M0R2Y1	USP29
Q9HBJ7	USP29
H0YKU8	USP3
H0YL81	USP3
H0YLB7	USP3
H0YLG0	USP3
H0YLJ0	USP3
H0YM72	USP3
H0YMI4	USP3
H0YMP6	USP3
H0YMW1	USP3
H0YNK1	USP3
H0YNX9	USP3
Q498Y2	USP3
Q6JHV3	USP3
Q9Y6I4	USP3
A0A087WXV9	USP31
I3L4X5	USP31
Q70CQ4	USP31
K7EII4	USP32
K7EKK3	USP32
K7EKZ1	USP32
K7EL53	USP32
K7EN13	USP32
K7ENU6	USP32
K7EPL4	USP32
K7EQL6	USP32
Q4VC15	USP32
Q6IRT0	USP32
Q8NFA0	USP32
A0A0C4DG73	USP34
H7BZ73	USP34
H7C150	USP34
H7C183	USP34
Q70CQ2	USP34
Q9P2H5	USP34
A0A024R416	USP37
Q86T82	USP37
Q86W68	USP37
A0A087WW31	USP39
A0A087X1B2	USP39
B3KPG7	USP39
B9A018	USP39
C9J0X5	USP39
C9JIU2	USP39
F8WC91	USP39
Q53GS9	USP39
A0A024R2X6	USP4
A1LPW7	USP4
C9JNU9	USP4
H7C189	USP4
L8EBI0	USP4
Q08AK7	USP4
Q13107	USP4
A4D2N6	USP42
A4D2N7	USP42
B4DP25	USP42
C9JPC9	USP42
E5RJP3	USP42
E7EWZ4	USP42
F8WD92	USP42
Q9H9J4	USP42
Q70EL4	USP43
V9GXZ5	USP43
V9GZ20	USP43
A0A024RBD7	USP44
F8VRI7	USP44
F8VRW0	USP44
F8VVD6	USP44
Q9H0E7	USP44
A0A0A0MRS6	USP48
B7ZKR8	USP48
B7ZKS3	USP48
E9PJ87	USP48
E9PJ93	USP48
E9PJH5	USP48
E9PRY5	USP48
H3BLX5	USP48
Q86UV5	USP31,USP48
A6PVU3	USP49
H7BZI7	USP49
Q5T3E1	USP49
Q70CQ1	USP49
F5H571	USP5
P45974	USP5
F5H2X1	USP7
H3BMF6	USP7
H3BND8	USP7
H3BQD1	USP7
H3BRA2	USP7
H3BRI4	USP7
H3BTM1	USP7
H3BUV0	USP7
H3BVA7	USP7
I3L2D8	USP7
Q93009	USP7
A0A024R5S4	USP8
A0A075B720	USP8
H0YKV1	USP8
H0YLH2	USP8
H0YLS3	USP8
H0YM17	USP8
H0YM47	USP8
H0YNL5	USP8
P40818	USP8
Q05CD9	USP8
Q05DF5	USP8
D3DWB6	USP9X
Q6P468	USP9X
Q86X58	USP9X
Q93008	USP9X
Q5T230	UTF1
Q9Y3A2	UTP11L
Q9BVJ6	UTP14A
X6RJY0	UTP14A
A0A1Y8EI88	UTP15
D6RF65	UTP15
H0Y8P4	UTP15
Q8TED0	UTP15
O75691	UTP20
Q9NQZ2	UTP3
J3KRR8	UTP6
J3QSA7	UTP6
Q9NYH9	UTP6
A0A087X0Y2	UTY
A0A087X248	UTY
A0A087X2I9	UTY
A0A096LPD8	UTY
A6NCS7	UTY
C3UJR9	UTY
E1NZ79	UTY
E1NZ81	UTY
E1NZ82	UTY
E1NZ84	UTY
E1NZ85	UTY
E1NZ86	UTY
E1NZ87	UTY
E1NZ88	UTY
E1NZ89	UTY
E1NZ90	UTY
E1NZ91	UTY
E1NZ92	UTY
E1NZ93	UTY
E1NZ94	UTY
E1NZ95	UTY
E1NZ96	UTY
E1NZ97	UTY
E1NZ98	UTY
E1NZ99	UTY
E1NZA0	UTY
E1U0S4	UTY
E1U198	UTY
E1U1M2	UTY
E1U1M3	UTY
E1U1M4	UTY
E1U1M5	UTY
E1U1M6	UTY
E1U1M7	UTY
E1U1M8	UTY
E1U1M9	UTY
E1U1N0	UTY
E1U1N1	UTY
F4MH27	UTY
F4MH28	UTY
F4MH29	UTY
F4MH30	UTY
F4MH31	UTY
F4MH32	UTY
F4MH33	UTY
F4MH34	UTY
F4MH35	UTY
F4MH36	UTY
F4MH37	UTY
F4MH38	UTY
F4MH39	UTY
F4MH40	UTY
F4MH41	UTY
F4MH42	UTY
F4MH43	UTY
F4MH44	UTY
F4MH45	UTY
F4MH46	UTY
F4MH47	UTY
F4MH48	UTY
F4MH49	UTY
F4MH50	UTY
F4MH51	UTY
F4MH52	UTY
F4MH53	UTY
F4MH54	UTY
F4MH55	UTY
F4MH56	UTY
F4MH57	UTY
F4MH58	UTY
F4MH59	UTY
F4MH60	UTY
F4MH61	UTY
F4MH62	UTY
F4MH63	UTY
F4MH64	UTY
F4MH65	UTY
F4MH66	UTY
F4MH67	UTY
F4MH68	UTY
F4MH69	UTY
F4MH70	UTY
F4MH73	UTY
F4MH74	UTY
F4MH75	UTY
F4MH77	UTY
F4MH78	UTY
F4MH79	UTY
F4MH81	UTY
F4MH82	UTY
F4MH83	UTY
F4MH84	UTY
F4MH86	UTY
F4MH87	UTY
F4MH88	UTY
F4MH89	UTY
F4MH90	UTY
F4MH91	UTY
F4MH92	UTY
F4MH93	UTY
F4MH94	UTY
F4MH97	UTY
F4MH98	UTY
F4MH99	UTY
F4MHA0	UTY
F4MHA2	UTY
F4MHA3	UTY
F4MHA4	UTY
F4MHA5	UTY
F4MHA6	UTY
F4MHA7	UTY
F4MHA8	UTY
F4MHA9	UTY
F4MHB1	UTY
F4MHB2	UTY
F4MHB3	UTY
F4MHB5	UTY
F4MHB6	UTY
F4MHB7	UTY
F4MHB8	UTY
F4MHB9	UTY
F4MHC0	UTY
F4MHC1	UTY
F4MHC2	UTY
F4MHC4	UTY
F4MHC6	UTY
F4MHC7	UTY
F4MHC8	UTY
F4MHC9	UTY
F4MHD0	UTY
F4MHD1	UTY
F4MHD2	UTY
F4MHD3	UTY
F4MHD4	UTY
F4MHD5	UTY
F4MHD6	UTY
F4MHD7	UTY
F4MHD8	UTY
F4MHD9	UTY
F4MHE0	UTY
F4MHE1	UTY
F4MHE4	UTY
F4MHE5	UTY
F4MHE6	UTY
F4MHE7	UTY
F4MHE8	UTY
F4MHE9	UTY
F4MHF0	UTY
F4MHF1	UTY
F4MHF2	UTY
F4MHF6	UTY
F4MHF7	UTY
F4MHF8	UTY
F4MHG0	UTY
F4MHG1	UTY
F4MHG2	UTY
F4MHG3	UTY
F4MHG4	UTY
F4MHG5	UTY
F4MHG6	UTY
F4MHG7	UTY
F4MHG8	UTY
F4MHG9	UTY
F4MHH0	UTY
F4MHH1	UTY
F4MHH2	UTY
F4MHH3	UTY
F4MHH4	UTY
F4MHH5	UTY
F4MHH6	UTY
F4MHH7	UTY
F4MHH8	UTY
F4MHH9	UTY
F4MHI0	UTY
F4MHI1	UTY
F4MHI2	UTY
F4MHI3	UTY
F4MHI4	UTY
F4MHI5	UTY
F4MHI6	UTY
F4MHI7	UTY
F4MHI8	UTY
F4MHI9	UTY
F4MHJ0	UTY
F4MHJ1	UTY
F4MHJ2	UTY
F4MHJ3	UTY
F4MHJ4	UTY
F4MHJ6	UTY
F4MHJ7	UTY
F4MHJ8	UTY
F4MHJ9	UTY
F4MHK0	UTY
F4MHK1	UTY
F4MHK2	UTY
F4MHK4	UTY
F4MHK5	UTY
F4MHK7	UTY
F4MHK8	UTY
F4MHK9	UTY
F4MHL1	UTY
F4MHL2	UTY
F4MHL4	UTY
F4MHL5	UTY
F4MHL6	UTY
F4MHL7	UTY
F4MHL8	UTY
F4MHL9	UTY
F4MHM0	UTY
F4MHM1	UTY
F4MHM2	UTY
F4MHM3	UTY
F4MHM4	UTY
F4MHM5	UTY
F4MHM6	UTY
F4MHM8	UTY
F4MHM9	UTY
F4MHN1	UTY
F4MHN2	UTY
F4MHN4	UTY
F4MHN5	UTY
F4MHN6	UTY
F4MHN7	UTY
F4MHP0	UTY
F4MHP1	UTY
F4MHP2	UTY
F4MHP3	UTY
F4MHP5	UTY
F4MHP6	UTY
F4MHP7	UTY
F4MHP8	UTY
F4MHP9	UTY
F4MHQ0	UTY
F4MHQ1	UTY
F4MHQ2	UTY
F4MHQ3	UTY
F4MHQ5	UTY
F4MHQ7	UTY
F4MHR0	UTY
F4MHR1	UTY
F4MHR2	UTY
F4MHR4	UTY
F4MHR5	UTY
F4MHR6	UTY
F4MHR7	UTY
F4MHR8	UTY
F4MHR9	UTY
F4MHS0	UTY
F4MHS1	UTY
F4MHS2	UTY
F4MHS3	UTY
F4MHS4	UTY
F4MHS5	UTY
F4MHS6	UTY
F4MHS7	UTY
F5GWV3	UTY
F5H3N7	UTY
F5H8B4	UTY
O14607	UTY
Q590G7	UTY
Q6IPS8	UTY
Q86UB8	UTY
Q9NR08	UTY
Q9P108	UTY
E9PK00	UVRAG
E9PR71	UVRAG
H0YDD1	UVRAG
Q6P1X0	UVRAG
Q9P2Y5	UVRAG
F5GZV7	VAMP1
P23763	VAMP1
K7EKX0	VAMP3
Q15836	VAMP3
Q6FGG2	VAMP3
O75379	VAMP4
Q6IAZ3	VAMP4
